Spark Scala Project
STEP 3 RESULT
0,3.372093023255814,7.524916943521594
1,3.0,4.545454545454546
2,4.454545454545454,4.253699788583509
3,3.2051282051282053,4.398934398934401
4,2.8962264150943398,3.179604672057501
5,3.394160583941606,3.181730356376127
6,3.8029850746268656,3.7275359728304585
7,4.055401662049862,3.9858110187750073
8,4.527777777777778,3.791140129177201
9,4.407158836689038,3.6593439904201457
10,4.844943820224719,3.735309873153309
11,4.8534183082271145,3.6069071489747526
12,5.6721629485935985,3.362655711319431
13,6.0393670397529915,3.244009483376526
14,6.308674209457499,3.1606415093259534
15,6.579802259887006,3.3844398195284575
16,7.1853300733496335,3.3351723659576877
17,7.367924528301887,3.8214674612445285
18,7.676521739130434,3.4548878041397106
19,7.977827050997782,2.923951712244397
20,8.025210084033613,3.390667908116969
STEP 5 RESULT
0,2.9126984126984126,6.496317460317459
1,1.9807692307692308,0.5290346907993966
2,3.7478991596638656,5.139296396524711
3,3.6164383561643834,5.998994595953247
4,2.7208480565371023,2.783499987469614
5,3.7507163323782233,4.256644600335935
6,3.6261770244821094,3.5066845228269536
7,4.092783505154639,3.4558308900028374
8,4.47681014347681,3.847008780030587
9,4.6369731800766285,3.344909281503633
10,4.899971743430347,3.853756358726496
11,4.847172935888337,3.8725209930392483
12,5.6401853268723965,3.279964667033996
13,5.980650037792895,3.0703845184211507
14,6.291082509767869,3.3834832781011337
15,6.539647577092511,2.6285570776366503
16,7.19479248238058,3.3494236867413254
17,7.22108843537415,4.323706513656078
18,7.778954560983943,3.331504990074028
19,8.14151747655584,3.4492389922284383
20,7.817891373801917,3.816559489471577
